key,press_time,release_time,hold_time
Key.space,1556410436.03373,1556410436.10586,0.07212996482849121
Key.space,1556410436.206656,1556410436.270923,0.06426692008972168
Key.space,1556410436.373693,1556410436.445937,0.07224392890930176
Key.shift,1556410436.552856,1556410436.6370182,0.08416223526000977
Key.shift,1556410436.7346828,1556410436.803005,0.06832218170166016
Key.shift,1556410436.906553,1556410437.015094,0.10854101181030273
Key.space,1556410437.2375848,1556410437.317848,0.08026313781738281
Key.shift,1556410437.361548,1556410437.454062,0.0925140380859375
Key.space,1556410437.47173,1556410437.5510101,0.07928013801574707
Key.shift,1556410437.563044,1556410437.651262,0.08821797370910645
Key.space,1556410437.671981,1556410437.748348,0.07636690139770508
