,ri_left,ri_right,ri_same,ri_ht,rm_left,rm_right,rm_same,rm_ht,rr_left,rr_right,rr_same,rr_ht,r_cap_ht,rl_left,rl_right,rl_same,rl_ht,li_left,li_right,li_same,li_ht,l_cap_ht,lm_left,lm_right,lm_same,lm_ht,lr_left,lr_right,lr_same,lr_ht,ll_left,ll_right,ll_same,ll_ht,cpm,sb_dd,sb_ht,key_sb,accuracy,user
0,0.1739527384440104,0.22525604565938315,0.19589877128601074,0.1669713258743286,1.2568230628967283,0.2099771499633789,0.3993663986523946,0.7080908417701721,0.2315058708190918,0.19727802276611328,0.2285940647125244,0.193115234375,0.0,0.4804683128992717,0.5070986270904541,0.4738254149754842,0.1205768585205078,0.2233825922012329,0.2848770618438721,0.2453168193499247,0.1768541932106018,0.0,0.17734086513519287,0.15978368123372394,0.2357419729232788,0.16445737414889866,0.2477533221244812,0.2216879443118447,0.20063214302062987,0.2185912529627482,0.13004064559936526,0.14664477109909058,0.0,0.14111006259918213,192.0,0.0,0.0,0.3815598011016846,98.4375,1.0
1,0.25917768478393555,0.2139441967010498,0.21201300621032715,0.17621068954467772,0.4637134075164795,0.2397099733352661,0.3993663986523946,0.37411203384399416,0.4133315086364746,0.2177417278289795,0.23292574803034466,0.2901974320411682,0.0,0.4804683128992717,0.8323090076446533,0.20071196556091309,0.35903437932332355,0.251267671585083,0.2164449691772461,0.2453168193499247,0.16095452308654784,0.0,0.3057243824005127,0.2163180112838745,0.27015459537506104,0.21534889936447146,0.24309515953063965,0.6489641666412354,0.20063214302062987,0.4460296630859375,0.19690554569929075,0.22313865025838214,0.0,0.19482340812683105,187.5,0.0,0.0,0.5119530287655917,100.0,1.0
2,0.2879849672317505,0.2801980177561442,0.25746826807657874,0.2507799863815308,0.4734082221984863,0.3967270500519696,0.3993663986523946,0.3386131286621093,0.3310189723968506,0.4778621196746826,0.2153148651123047,0.32587385177612305,0.0,0.4804683128992717,0.5070986270904541,0.4738254149754842,0.12034201622009275,0.27606639862060545,0.2548610369364421,0.2453168193499247,0.23819022178649898,0.0,0.28552405039469403,0.2203176021575928,0.2915361925047271,0.2482632228306361,0.7439906597137451,0.1992149353027344,0.20063214302062987,0.3217664361000061,0.2699348926544189,0.1818392276763916,0.0,0.19859647750854487,181.0,0.0,0.0,0.3914621114730835,99.4475138121547,1.0
3,0.21818161010742188,0.2450362841288249,0.25746826807657874,0.2296907561165946,0.25812792778015137,0.18989598751068115,0.3993663986523946,0.18417116006215412,0.1982974410057068,0.2196366786956787,0.4246511459350586,0.1836167871952057,0.0,0.22066712379455566,0.5070986270904541,0.4738254149754842,0.14183640480041504,0.27556312084198,0.2615969181060791,0.2380931377410889,0.1677833398183187,0.0,0.2169719934463501,0.15863701701164246,0.24698698520660398,0.1632740100224813,0.26712989807128906,0.2216879443118447,0.20063214302062987,0.20585191249847407,0.19690554569929075,0.06783103942871094,0.0,0.06783103942871094,186.0,0.0,0.0,0.4430935780207316,100.0,1.0
4,0.2346798984648346,0.261009156703949,0.25746826807657874,0.261009156703949,0.2486879825592041,0.3967270500519696,0.3993663986523946,0.2486879825592041,0.9527035355567932,0.3101449012756348,0.2026364008585612,0.5522817075252533,0.0,1.2363488674163818,0.5070986270904541,0.4738254149754842,1.2363488674163818,0.3023066998201575,0.7454286813735962,0.22643804550170896,0.42279112339019775,0.0,0.2312978793149707,0.3709566593170166,0.2915361925047271,0.2953034241994222,0.26247191429138184,0.4176024198532105,0.20063214302062987,0.3400371670722961,0.19690554569929075,0.22296595573425293,0.0,0.22296595573425293,174.0,0.0,0.0,0.31596505641937256,99.3103448275862,1.0
5,0.4794589281082153,0.27594844880191965,0.25746826807657874,0.4794589281082153,0.3442747592926025,0.22991108894348145,0.8182730674743652,0.27152391274770105,0.3913651307423909,0.3332369327545166,0.2009636163711548,0.2720457485743931,0.0,0.4804683128992717,0.5070986270904541,0.4738254149754842,0.3339620560139149,0.8078579902648926,0.985582947731018,0.220304012298584,0.6352632840474447,0.0,0.20378804206848145,0.2313112616539001,0.23594069480896,0.2068467140197754,0.30022533973058063,0.2216879443118447,0.20063214302062987,0.2258789873672811,0.22055864334106445,0.16498303413391113,0.0,0.18048248291015626,169.0,0.0,0.0,0.5125222206115723,100.0,1.0
6,0.3600216309229533,0.35987091064453125,0.25746826807657874,0.3066520690917969,0.2914319038391113,1.4953780174255369,0.3993663986523946,0.6413143475850424,0.3418384727390333,0.26154093742370604,0.23292574803034466,0.12030792236328125,0.0,1.1478028297424316,0.5070986270904541,0.4738254149754842,1.1478028297424316,0.24220097064971924,0.3290826082229614,0.1844630241394043,0.21100081337822807,0.0,0.19386792182922366,0.21898698806762693,0.2915361925047271,0.2089393615722656,0.30022533973058063,0.2216879443118447,0.20063214302062987,0.13845300674438474,0.1870555877685547,0.1315783659617106,0.0,0.15376925468444824,165.0,0.0,0.0,0.4004720151424408,100.0,1.0
7,0.16119420528411865,0.27594844880191965,0.25746826807657874,0.15851271152496338,0.19778919219970706,0.3967270500519696,0.3993663986523946,0.19778919219970706,0.6371954282124838,0.2841904163360596,0.23292574803034466,0.4959934234619141,0.0,0.2440271377563477,0.5070986270904541,0.4738254149754842,0.2440271377563477,0.2566350698471069,0.3345755338668823,0.2453168193499247,0.2111490453992571,0.0,0.20093101263046265,0.2086606820424398,0.2357426484425863,0.16021952629089356,0.2671539783477783,0.2216879443118447,0.20063214302062987,0.2671539783477783,0.19690554569929075,0.10370469093322754,0.0,0.10370469093322754,162.75,0.0,0.0,0.4917573928833008,99.07834101382488,1.0
8,0.2346798984648346,0.25907135009765625,0.18292593955993647,0.1820981502532959,0.8046607971191406,0.7188866138458252,0.3993663986523946,0.7474780082702637,0.6169909238815308,0.1779793898264567,0.23292574803034466,0.3187098900477092,0.0,0.4804683128992717,0.5070986270904541,0.4738254149754842,0.3339620560139149,0.22095096111297607,0.2993058562278748,0.18300509452819824,0.2502106257847377,0.0,0.21519907315572104,0.16125905513763428,0.9518651962280272,0.18535753091176352,0.318109393119812,0.1736699342727661,0.2148690223693848,0.21268626054128006,0.23072004318237305,0.15942061895673929,0.0,0.23072004318237305,162.0,0.0,0.0,0.6927253007888794,100.0,1.0
9,0.21562933921813965,0.4885410467783611,0.25746826807657874,0.31797122955322266,0.4506591161092122,0.2099604606628418,0.3993663986523946,0.3543796539306641,0.24241948127746585,0.24173593521118164,0.23292574803034466,0.2421460628509521,0.0,0.4804683128992717,1.1111669540405271,0.4738254149754842,1.1111669540405271,0.3023066998201575,0.3391541838645935,0.2453168193499247,0.23212565694536486,0.0,0.3425788879394531,0.1494351625442505,0.2498635053634644,0.16582685046725806,0.2848329544067383,0.13277435302734375,0.20063214302062987,0.18444520235061648,0.19690554569929075,0.15942061895673929,0.0,0.18047678470611567,165.29999999999995,0.0,0.0,0.3366297994341169,100.0,1.0
10,0.29980058670043946,0.195918083190918,0.17849397659301758,0.2509012520313263,0.4763604005177816,1.6441631317138672,0.3993663986523946,0.768311083316803,0.11957359313964845,0.15022993087768555,0.23292574803034466,0.13357558250427246,0.0,0.4804683128992717,0.5070986270904541,0.4738254149754842,0.3339620560139149,0.2394067049026489,0.4687864780426026,0.18784189224243164,0.2412552038828532,0.0,0.1801825761795044,0.18253435407366075,0.2324224710464477,0.17219623652371496,0.30022533973058063,0.2216879443118447,0.20416474342346191,0.10307836532592772,0.2915910482406616,0.14076507091522214,0.0,0.20422039031982425,168.0,0.0,0.0,0.2539644837379456,99.83766233766234,1.0
11,0.18004298210144046,0.23489487171173096,0.25746826807657874,0.2087459166844686,0.1953583558400472,0.3967270500519696,0.3993663986523946,0.16287879943847655,0.3418384727390333,0.13270211219787598,0.23292574803034466,0.13270211219787598,0.0,0.43192195892333984,0.5070986270904541,0.4738254149754842,0.43192195892333984,0.27061963081359863,0.3204154968261719,0.2453168193499247,0.2718508924756731,0.0,0.2312978793149707,0.21758111317952475,0.22597360610961914,0.1932978630065918,0.2448339462280273,0.2216879443118447,0.20063214302062987,0.2448339462280273,0.19690554569929075,0.15942061895673929,0.0,0.1523420810699463,167.25,0.0,0.0,0.5539833545684815,99.10313901345293,1.0
12,0.28183836936950685,0.2006374994913737,0.25746826807657874,0.2513880431652069,0.453892707824707,1.2773449420928955,0.3683856328328449,0.4018527269363403,0.1432321071624756,0.1939940452575684,0.23292574803034466,0.1579120953877767,0.0,0.4804683128992717,0.5070986270904541,0.4738254149754842,0.3339620560139149,0.2313156922658285,0.2762306531270345,0.2453168193499247,0.17398937543233234,0.0,0.1822542746861776,0.1385488510131836,0.2072610855102539,0.16783637470669216,0.2262747287750244,0.6702959537506104,0.20063214302062987,0.4166574478149414,0.2921140193939209,0.15942061895673929,0.0,0.21615052223205566,167.76923076923075,0.0,0.0,0.32168643474578856,100.0,1.0
13,0.20824260711669926,0.24004697799682614,0.25746826807657874,0.21113391356034714,0.4419610500335693,0.1793360710144043,0.3993663986523946,0.3106485605239868,0.3418384727390333,0.2387232780456543,0.23292574803034466,0.20387081305185956,0.0,0.4804683128992717,0.5070986270904541,0.4738254149754842,0.11190223693847656,0.2580258846282959,0.284088671207428,0.2453168193499247,0.17287163300947708,0.0,0.2387795448303223,0.16025706699916295,0.21895945072174072,0.16249370574951172,0.2292911410331726,0.2216879443118447,0.18411803245544436,0.20302863915761316,0.09133195877075197,0.13967227935791016,0.0,0.1318480372428894,169.5,0.0,0.0,0.4852916399637858,100.0,1.0
14,0.21434718370437625,0.2711182236671448,0.25746826807657874,0.2272624969482422,0.2520319223403931,0.3967270500519696,0.3993663986523946,0.2160952091217041,0.3515573143959045,0.26154093742370604,0.23292574803034466,0.30985069274902344,0.0,0.4804683128992717,0.19530987739562988,0.4738254149754842,0.19530987739562988,0.2538599967956543,0.2545918822288513,0.212371826171875,0.18935471773147586,0.0,0.2147337794303894,0.2164690971374512,0.3079390525817871,0.1929914034329928,0.30022533973058063,0.2216879443118447,0.20063214302062987,0.12020087242126465,0.19690554569929075,0.12773847579956055,0.0,0.12773847579956055,169.8,0.0,0.0,0.31514415740966795,99.88221436984688,1.0
15,0.253051689692906,0.207287073135376,0.25746826807657874,0.2473311126232147,0.8133445739746094,0.3967270500519696,0.3993663986523946,0.8133445739746094,0.3418384727390333,0.26154093742370604,0.23292574803034466,0.12416410446166992,0.0,0.4804683128992717,0.5070986270904541,0.4738254149754842,0.3339620560139149,0.9982751607894896,0.22265100479125974,0.1835289001464844,0.42607736587524414,0.0,0.2312978793149707,0.2603793541590373,0.23134557406107584,0.19603248076005414,0.30022533973058063,0.2216879443118447,0.20063214302062987,0.2258789873672811,0.19690554569929075,0.14846110343933105,0.0,0.16296172142028809,167.0625,0.0,0.0,0.7725379467010498,99.88776655443323,1.0
16,0.201998233795166,1.3061434427897136,0.25746826807657874,1.0301071405410769,0.20313596725463867,0.27872276306152344,0.3993663986523946,0.17238247394561768,0.1463226079940796,0.26154093742370604,0.23292574803034466,0.1463226079940796,0.0,0.4804683128992717,0.5070986270904541,0.4738254149754842,0.3339620560139149,0.8319266637166342,0.2434400717417399,0.2453168193499247,0.4740450382232666,0.0,0.2312978793149707,0.8515783150990804,0.2453639507293701,0.5542696475982666,0.30022533973058063,0.2216879443118447,0.20063214302062987,0.2258789873672811,0.5454180240631104,0.15942061895673929,0.0,0.5454180240631104,162.52941176470586,0.0,0.0,0.3500540852546692,99.8914223669924,1.0
17,0.2316637635231018,0.2667829990386963,0.21457576751708984,0.22098267078399655,0.7201290925343832,0.16684484481811526,0.3993663986523946,0.5818080306053162,0.29036760330200195,0.2531031370162964,0.23292574803034466,0.22453880310058594,0.0,0.4804683128992717,0.5070986270904541,0.4738254149754842,0.3339620560139149,0.3046784400939941,0.211209237575531,0.4672470092773438,0.2068348526954651,0.0,0.19718801975250244,0.12825322151184082,0.2915361925047271,0.1742097536722819,0.30022533973058063,0.2216879443118447,0.20063214302062987,0.17995202541351318,0.19690554569929075,0.12406206130981445,0.0,0.14184212684631348,160.83333333333331,0.0,0.0,0.6502892971038818,99.48186528497408,1.0
18,0.2346798984648346,0.27594844880191965,0.25746826807657874,0.2337386605790429,0.4189093525292443,0.3967270500519696,0.3993663986523946,0.35807726753303426,0.3418384727390333,0.26154093742370604,0.23292574803034466,0.24768100339086596,0.0,0.4804683128992717,0.5070986270904541,0.4738254149754842,0.3339620560139149,0.3023066998201575,0.3021048259167444,0.2453168193499247,0.2265025190846244,0.0,0.2312978793149707,0.10765790939331056,0.2915361925047271,0.10765790939331056,0.30022533973058063,0.2216879443118447,0.20063214302062987,0.2258789873672811,0.19690554569929075,0.15942061895673929,0.0,0.18396731390542992,152.5263157894737,0.0,0.0,0.5147972308802766,100.0,1.0
19,0.2384230295817057,0.21442270278930664,0.25746826807657874,0.2288228988647461,0.1706270376841227,0.3967270500519696,0.3993663986523946,0.1706270376841227,0.3418384727390333,0.26154093742370604,0.23292574803034466,0.24768100339086596,0.0,0.4804683128992717,0.5070986270904541,0.4738254149754842,0.3339620560139149,0.2713489532470703,0.5675609111785889,0.17442679405212402,0.31438199679056805,0.0,0.2312978793149707,0.24195583661397302,0.25218892097473145,0.1825047731399536,0.30022533973058063,0.2216879443118447,0.20063214302062987,0.2258789873672811,0.19690554569929075,0.15942061895673929,0.0,0.18396731390542992,148.5,0.0,0.0,2.092508554458618,99.6969696969697,1.0
20,0.23522196497235975,0.2926709651947021,0.9623019695281982,0.2283569971720377,0.5813020467758179,0.3885681629180908,0.3993663986523946,0.5170574188232422,0.8776953220367432,0.26154093742370604,0.23292574803034466,0.6933367848396301,0.0,0.4804683128992717,0.5070986270904541,0.4738254149754842,0.3339620560139149,0.3023066998201575,0.5379309058189392,0.15566205978393555,0.3115663528442383,0.0,0.14824485778808594,0.06779146194458008,0.2148745059967041,0.11155428205217634,0.30885815620422363,0.2216879443118447,0.20063214302062987,0.30885815620422363,0.19690554569929075,0.16547067960103354,0.0,0.16547067960103354,149.57142857142858,0.0,0.0,0.3149518569310506,100.0,1.0
21,0.1727692484855652,0.30727465947469074,0.2611820697784424,0.216110497713089,0.9204220771789552,0.4946298599243164,0.3993663986523946,0.6751749992370606,0.9780600070953368,0.2629035711288452,0.1877880096435547,0.3440279960632324,0.0,0.4804683128992717,0.5070986270904541,0.4738254149754842,0.14030718803405762,0.8827571868896484,0.20168262720108032,0.2453168193499247,0.2671568053109305,0.0,0.2149412631988525,0.3380605697631836,0.23569202423095706,0.2716008722782135,0.4107253551483154,0.2216879443118447,0.20063214302062987,0.2704144716262817,0.3053922653198242,0.15942061895673929,0.0,0.3053922653198242,150.13636363636363,0.0,0.0,0.3293186255863735,100.0,1.0
22,0.25941532850265503,0.2354729970296224,0.2212238311767578,0.2310236692428589,0.2544514338175456,0.2165510654449463,0.3993663986523946,0.2207953929901123,0.18480396270751956,0.199552059173584,0.23292574803034466,0.17690743718828475,0.0,0.4804683128992717,0.5070986270904541,0.4738254149754842,0.3339620560139149,0.20855951309204104,0.4938616752624512,0.2039949893951416,0.3162050797389104,0.0,0.15314996242523193,0.1158149242401123,0.2915361925047271,0.14036359786987304,0.30022533973058063,0.12602686882019046,0.20063214302062987,0.1421039899190267,0.13795185089111328,0.13588404655456546,0.0,0.1388877034187317,150.7826086956522,0.0,0.0,0.2786834504869249,100.0,1.0
23,0.20796866416931156,0.2360045909881592,0.18404269218444824,0.1824563264846802,0.4189093525292443,0.1831092834472656,0.3993663986523946,0.1831092834472656,0.5023802916208903,0.3060128688812256,0.23292574803034466,0.3891081333160401,0.0,0.4804683128992717,0.2698149681091309,0.4738254149754842,0.2698149681091309,0.3023066998201575,0.2633514404296875,0.15993905067443848,0.13927401815141952,0.0,0.16750550270080564,0.19078952074050906,0.20168495178222656,0.1683560013771057,0.18888092041015625,0.11193490028381348,0.20063214302062987,0.132261594136556,0.18382608890533447,0.15942061895673929,0.0,0.18122235933939612,151.875,0.0,0.0,0.42821123600006106,99.75308641975307,1.0
24,0.2035831928253174,0.2205960750579834,0.25746826807657874,0.19730854034423828,0.17141807079315186,0.21399497985839844,0.3993663986523946,0.17831951379776,0.2364656925201416,0.20183491706848145,0.23292574803034466,0.21915030479431152,0.0,0.4804683128992717,0.5070986270904541,0.4738254149754842,0.3339620560139149,0.2748446464538574,0.20920515060424805,0.2453168193499247,0.1711203157901764,0.0,0.20036143064498899,0.1911473751068115,1.0389328002929688,0.17783955732981366,0.288875937461853,0.15864908695220947,0.20063214302062987,0.20472583770751954,0.1875008742014567,0.1281883716583252,0.0,0.1610055650983538,153.6,0.0,0.0,0.2748679637908936,100.0,1.0
25,0.17518301010131834,0.19078457355499268,0.19101405143737796,0.17023876309394834,1.3509869575500488,0.24907433986663816,0.3993663986523946,0.8000306487083435,0.19241046905517575,0.1976900100708008,0.2364909648895264,0.17570346593856812,0.0,0.4804683128992717,0.5070986270904541,0.4738254149754842,0.3339620560139149,0.2414791584014893,0.2601393858591716,0.17380189895629886,0.17673519253730774,0.0,0.1319209337234497,0.16813671588897705,0.2915361925047271,0.15441581181117467,0.24498391151428225,0.2216879443118447,0.20063214302062987,0.19087588787078855,0.10776185989379884,0.15942061895673929,0.0,0.14510029554367065,153.46153846153842,0.0,0.0,0.8038839399814606,99.84962406015038,1.0
26,0.16564500331878662,0.2660790681838989,0.25746826807657874,0.19445161819458007,0.740910530090332,0.2178330421447754,0.3993663986523946,0.4539190530776978,0.3174525499343872,0.26154093742370604,0.23292574803034466,0.3174525499343872,0.0,0.4804683128992717,0.5070986270904541,0.4738254149754842,0.3339620560139149,0.17828049659729006,0.3021048259167444,1.055410861968994,0.15528811727251327,0.0,0.17233479022979736,0.18720645970072733,0.17342901229858398,0.1596880853176117,0.2377247810363769,0.3621681928634644,0.20063214302062987,0.2776677949087961,0.20804297924041748,0.12227487564086915,0.0,0.17579519748687744,152.88888888888889,0.0,0.0,0.6833846909659249,99.92732558139537,1.0
27,0.16449876626332602,0.2469639778137207,0.6418690681457521,0.15780811309814452,0.6268759568532308,0.13598108291625974,0.3993663986523946,0.42412400245666493,0.18556451797485352,0.19620013236999512,0.23292574803034466,0.1850607991218567,0.0,0.09573912620544434,0.22443079948425293,0.4738254149754842,0.16008496284484866,0.23223061561584474,0.2273310820261637,0.2453168193499247,0.20477123260498048,0.0,0.1964309811592102,0.17486602067947388,0.2855379581451416,0.1682580510775248,0.1942916711171468,0.1732192039489746,0.17890000343322754,0.16968169212341308,0.17385689417521158,0.18697309494018555,0.0,0.17031196185520714,154.60714285714286,0.0,0.0,0.35467798709869386,99.93069993069992,1.0
