ri_left,ri_right,ri_same,ri_ht,rm_left,rm_right,rm_same,rm_ht,rr_left,rr_right,rr_same,rr_ht,r_cap_ht,rl_left,rl_right,rl_same,rl_ht,li_left,li_right,li_same,li_ht,l_cap_ht,lm_left,lm_right,lm_same,lm_ht,lr_left,lr_right,lr_same,lr_ht,ll_left,ll_right,ll_same,ll_ht,cpm,sb_dd,sb_ht,key_sb,accuracy,user
0.12176391056605748,0.191111421585083,0.1943950653076172,0.12157741345857319,0.12793254852294922,0.15962553024291992,,0.13181760576036242,0.13317912817001343,0.20482146739959717,0.16705107688903809,0.13735243678092957,0.16025614738464355,,0.260822057723999,0.1871051788330078,0.11139655113220215,0.27451028142656597,0.0931553840637207,,0.17310229937235513,0.19758403301239014,0.10004720687866211,0.09110821377147328,0.33866143226623535,0.09459234476089477,0.14388322830200195,0.3125729560852051,,0.16005887304033553,0.22727680206298828,0.10047926221575056,,0.13944024306077224,378.0,0.09735608100891113,0.07601402022621849,0.17989230155944824,99.2063492063492,0.0
0.19414393107096353,0.17670682498386928,,0.1865151971578598,0.1164094607035319,0.13366782665252686,,0.101961354414622,0.11508361498514812,0.20627029736836752,0.1757708191871643,0.11671809589161593,,0.1479201316833496,,,0.10426759719848633,0.15629446506500244,0.10325345993041993,0.08437490463256836,0.11697841882705688,0.1838228702545166,0.13294572830200196,0.10396345456441243,0.20010459423065186,0.11139358972248278,0.22777771949768066,0.10656934976577759,,0.11424252390861511,0.13993501663208008,0.07075905799865723,,0.08968329429626465,382.5,0.15665277190830396,0.07929075282552968,0.1985314434224909,99.6078431372549,0.0
0.10887539386749268,0.1957297921180725,,0.1436171531677246,0.16416449546813966,0.3180786768595378,0.17256999015808105,0.19352405071258544,0.13880650202433267,0.19162249565124512,0.1778944730758667,0.1379439180547541,0.3096925417582194,0.16943657398223877,,,0.16943657398223877,0.24334383010864258,0.20662057399749756,0.13034510612487793,0.17429714202880858,0.17149953842163085,0.17374618848164877,0.11469618479410808,0.0799717903137207,0.12345987558364868,0.06004691123962402,0.15119528770446777,,0.11355280876159668,0.19394195079803467,0.2933773994445801,,0.2045855787065294,366.0,0.10597875538994284,0.08687799117144417,0.2381923794746399,99.18032786885246,0.0
0.09074735641479492,0.1886154810587565,0.17362022399902344,0.1002280963094611,0.11891889572143555,0.22256183624267578,,0.17074036598205566,0.11562876701354981,0.21052818298339843,,0.14697549740473428,,0.42811334133148193,,,0.42811334133148193,0.1992675463358561,0.1577819756099156,0.19395697116851807,0.14040511846542358,0.22409534454345703,0.08933541178703308,0.10246917179652623,0.21736493110656738,0.095270958813754,0.15377098321914673,0.09102451801300049,0.1643218994140625,0.12413913011550903,0.08216381072998047,0.10123229026794434,,0.09333006540934245,363.75,0.11143159866333008,0.07547345426347521,0.19429888444788315,100.0,0.0
0.13774486021562057,0.2046351432800293,0.17443203926086426,0.15071280379044383,0.11291328072547913,0.263595978418986,,0.15400856191461737,0.1245639721552531,0.16102010011672974,,0.13343403556130148,0.19725608825683594,,0.1900348663330078,,0.1900348663330078,0.17036986351013184,0.11409102167401995,0.18112611770629883,0.12433402161849172,0.3322203755378723,0.20788304011027017,0.12188541889190674,0.2005929946899414,0.12947366237640381,0.25672292709350586,0.11421799659729004,0.184251070022583,0.12792534828186036,0.10210633277893066,0.16197562217712402,,0.12780609726905823,367.8,0.1163316700193617,0.07330542140536839,0.20741353432337442,100.0,0.0
0.1312413215637207,0.18299357096354166,,0.14849207136366102,0.12825318177541098,0.13412690162658691,0.2568957805633545,0.11020418575831822,0.14588189125061035,0.2158811569213867,,0.15758196512858072,0.3453830083211263,,,,0.15548205375671387,0.2063295841217041,0.12472354041205512,,0.12102152990258258,,0.13479379812876383,0.10617123331342425,0.22898292541503906,0.11858797073364258,0.0974284013112386,0.12485059102376302,,0.10775889669145856,0.2964324951171875,0.2383098602294922,,0.20009937286376953,368.0,0.12256865700085957,0.08190188805262248,0.2055566083817255,99.86413043478261,0.0
0.16791967912153763,0.18773698806762695,,0.16789397071389592,0.24672134717305502,0.34351110458374023,,0.21870901849534777,0.30312418937683105,0.27407991886138916,,0.2549740473429362,,,0.1940290927886963,,0.1940290927886963,0.29779509135654997,0.1847108006477356,0.2265239953994751,0.1918630732430352,,0.12277022997538249,0.18523440758387247,0.21949982643127441,0.13680624961853027,0.14749892552693686,,0.18782901763916016,0.11859118938446045,,0.1257554292678833,,0.1306448777516683,360.85714285714283,0.11151671409606934,0.08165599318111644,0.20013494789600372,100.0,0.0
0.2372384468714396,0.2196643352508545,0.16323089599609375,0.21593643637264476,0.34937100410461425,0.2068800926208496,,0.30865931510925293,0.2870769023895264,0.31104834874471027,,0.2521346569061279,0.20488262176513672,,,,0.08744001388549805,0.3137791156768799,0.18773992856343588,0.1656588315963745,0.14905156808740952,0.26580419540405276,0.22832942008972168,0.11858805020650227,0.14224302768707275,0.13063092665238815,0.1849994659423828,,,0.14756816625595093,,0.13171776135762533,,0.13171776135762533,354.0,0.09730778020970962,0.09596743303186753,0.22912268205122513,99.89406779661017,0.0
0.13125941157341003,0.23037481307983398,0.17738842964172363,0.1635218858718872,0.128526508808136,0.182236115137736,,0.13351096047295463,0.12868547439575195,0.20708155632019043,,0.12684453617442737,0.21303296089172363,,0.22694802284240723,,0.22694802284240723,0.2703538417816162,0.12908115983009338,0.2283193270365397,0.14596358935038248,,0.13398367166519165,0.1401810646057129,0.13801256815592447,0.12657912572224936,0.10802292823791504,0.13411498069763184,,0.10771429538726807,0.14280519485473633,0.1161489486694336,,0.13120055198669434,352.0,0.13380142262107447,0.09284983183208265,0.22279998835395365,99.81060606060606,0.0
0.1359380025130052,0.16796771685282388,,0.13878383355982163,0.09109918276468913,0.13707661628723145,,0.10527634620666504,0.15424823760986328,0.3473152319590251,,0.25078173478444415,,,,,,0.16916545232137045,0.11520452499389648,,0.1193399578332901,,0.13706841468811035,0.3360017367771694,0.06004214286804199,0.21850330034891766,0.1492452621459961,0.10058212280273438,,0.1328785022099813,0.12729692459106445,0.1450683275858561,,0.1284294393327501,347.4,0.14374987702620656,0.09859467807569001,0.29920029640197754,99.48186528497409,0.0
