ri_left,ri_right,ri_same,ri_ht,ri_cap_ht,rm_left,rm_right,rm_same,rm_ht,rm_cap_ht,rr_left,rr_right,rr_same,rr_ht,rr_cap_ht,rl_left,rl_right,rl_same,rl_ht,rl_cap_ht,li_left,li_right,li_same,li_ht,li_cap_ht,lm_left,lm_right,lm_same,lm_ht,lm_cap_ht,lr_left,lr_right,lr_same,lr_ht,lr_cap_ht,ll_left,ll_right,ll_same,ll_ht,ll_cap_ht,cpm,sb_dd,sb_ht,key_sb,accuracy,user
0.1444861094156901,0.16015839576721191,,0.13388814244951522,,,0.14391803741455078,,0.11174368858337402,,0.14391183853149414,0.2072209119796753,,0.18611788749694824,,,,,,,0.12077212333679199,0.07354259490966797,,0.09650006294250488,,0.10540652275085449,0.3566265106201172,1.2708070278167725,0.224620521068573,,0.2464890480041504,0.10113537311553955,,0.14958659807840982,,,0.10374927520751953,,0.08776330947875977,,198.0,0.7193909486134847,0.09413985411326091,0.24507486820220947,100.0,0.0
