key,press_time,release_time,hold_time
Key.shift_r,1556581611.1659803,1556581611.5319557,0.36597537994384766
b,1556581611.4156446,1556581611.5444875,0.12884283065795898
a,1556581611.5650423,1556581611.7254689,0.16042661666870117
s,1556581611.8242314,1556581611.9736278,0.14939641952514648
e,1556581612.0092227,1556581612.1415744,0.13235163688659668
b,1556581613.8175623,1556581613.9203339,0.10277152061462402
a,1556581613.959891,1556581614.0887337,0.12884259223937988
l,1556581614.5247283,1556581614.6119418,0.08721351623535156
l,1556581614.6600711,1556581614.7633443,0.10327315330505371
Key.space,1556581615.0235367,1556581615.164412,0.14087533950805664
h,1556581615.374471,1556581615.4707544,0.0962834358215332
a,1556581615.4837615,1556581615.6035798,0.11981821060180664
s,1556581615.640678,1556581615.770023,0.12934517860412598
Key.space,1556581615.7574902,1556581615.8697886,0.11229848861694336
b,1556581615.9866,1556581616.0969388,0.11033892631530762
e,1556581616.1255322,1556581616.2262688,0.10073661804199219
e,1556581616.2909093,1556581616.402752,0.11184263229370117
n,1556581616.44933,1556581616.5732052,0.12387514114379883
Key.space,1556581616.5942316,1556581616.7395425,0.1453108787536621
t,1556581616.7555258,1556581616.876361,0.1208350658416748
h,1556581616.8723428,1556581616.9726036,0.10026073455810547
e,1556581616.9651017,1556581617.0658524,0.10075068473815918
Key.space,1556581617.0573294,1556581617.177683,0.12035369873046875
n,1556581617.3391373,1556581617.456425,0.11728763580322266
a,1556581617.5100863,1556581617.6208582,0.11077189445495605
t,1556581617.696529,1556581617.7863042,0.08977532386779785
i,1556581617.9497066,1556581618.0299501,0.08024358749389648
o,1556581618.11469,1556581618.2084382,0.09374809265136719
n,1556581618.3462586,1556581618.43755,0.09129142761230469
a,1556581618.4675956,1556581618.5739305,0.10633492469787598
l,1556581618.643047,1556581618.759357,0.11630988121032715
Key.space,1556581618.9488611,1556581619.0817146,0.13285350799560547
p,1556581619.8572805,1556581619.9605532,0.10327267646789551
a,1556581619.9354866,1556581620.0332477,0.09776115417480469
s,1556581620.1087844,1556581620.2090511,0.10026669502258301
t,1556581620.3068109,1556581620.4010618,0.09425091743469238
i,1556581620.516185,1556581620.611439,0.09525394439697266
m,1556581620.719226,1556581620.8320258,0.11279988288879395
e,1556581620.828516,1556581620.9187567,0.0902407169342041
Key.space,1556581621.4226036,1556581621.5509486,0.12834501266479492
i,1556581621.6070867,1556581621.6973267,0.0902400016784668
n,1556581621.813181,1556581621.920476,0.10729503631591797
Key.space,1556581621.9164424,1556581622.0290735,0.11263108253479004
t,1556581622.0060532,1556581622.1078203,0.10176706314086914
h,1556581622.1122892,1556581622.2211294,0.1088402271270752
e,1556581622.2586856,1556581622.345962,0.08727645874023438
Key.space,1556581622.3374326,1556581622.4386768,0.10124421119689941
Key.shift_r,1556581622.9544744,1556581623.5361254,0.581650972366333
u,1556581623.4363542,1556581623.5616794,0.12532520294189453
n,1556581623.7028675,1556581623.8011289,0.09826135635375977
i,1556581623.9535344,1556581624.0227172,0.0691828727722168
t,1556581624.2077248,1556581624.3651447,0.15741991996765137
e,1556581624.3490863,1556581624.4318063,0.08272004127502441
d,1556581624.5917313,1556581624.6950064,0.10327506065368652
Key.space,1556581625.1572359,1556581625.2810655,0.12382960319519043
Key.shift_r,1556581625.4781592,1556581625.627228,0.14906883239746094
s,1556581625.5648215,1556581625.6851876,0.12036609649658203
t,1556581625.8005123,1556581625.9318576,0.13134527206420898
a,1556581625.9292955,1556581626.0196385,0.09034299850463867
t,1556581626.072733,1556581626.1850314,0.11229848861694336
e,1556581626.1695237,1556581626.2723057,0.10278201103210449
s,1556581626.380594,1556581626.513439,0.1328449249267578
Key.space,1556581626.7129877,1556581626.8458369,0.13284921646118164
s,1556581627.0714507,1556581627.1867385,0.11528778076171875
i,1556581627.274977,1556581627.3701851,0.09520816802978516
n,1556581627.4710085,1556581627.5702379,0.09922933578491211
c,1556581627.6007984,1556581627.7356956,0.13489723205566406
e,1556581627.7121418,1556581627.8399005,0.12775874137878418
Key.space,1556581627.967714,1556581628.1091988,0.14148473739624023
t,1556581628.243525,1556581628.3643837,0.12085866928100586
h,1556581628.4195664,1556581628.5233045,0.10373806953430176
e,1556581628.5368066,1556581628.6280713,0.09126472473144531
Key.space,1556581628.6581287,1556581628.7793722,0.12124347686767578
m,1556581629.1312797,1556581629.2270257,0.09574604034423828
i,1556581629.3323069,1556581629.414524,0.08221721649169922
d,1556581629.5238154,1556581629.6361141,0.11229872703552246
d,1556581629.681234,1556581629.7935326,0.11229872703552246
l,1556581629.8201034,1556581629.918395,0.09829163551330566
e,1556581629.9645305,1556581630.0767546,0.11222410202026367
Key.space,1556581630.1559784,1556581630.2502131,0.09423470497131348
o,1556581630.3173637,1556581630.4251885,0.10782480239868164
f,1556581630.4738328,1556581630.6021605,0.1283276081085205
Key.space,1556581630.617689,1556581630.7659807,0.14829182624816895
t,1556581630.7834966,1556581630.8868036,0.10330700874328613
h,1556581630.8913274,1556581631.0031514,0.11182403564453125
e,1556581631.0286953,1556581631.1256607,0.09696531295776367
Key.space,1556581631.1746013,1556581631.2989206,0.12431931495666504
1,1556581632.0381477,1556581632.1654572,0.12730956077575684
8,1556581632.458236,1556581632.5540383,0.09580230712890625
0,1556581632.7124655,1556581632.8071926,0.0947270393371582
0,1556581632.8438103,1556581632.9260187,0.08220839500427246
s,1556581633.729124,1556581633.8239157,0.09479165077209473
.,1556581634.0389533,1556581634.125725,0.08677172660827637
Key.space,1556581634.9403799,1556581635.0607011,0.12032127380371094
Key.shift_r,1556581635.2857666,1556581635.460265,0.1744983196258545
e,1556581635.3765292,1556581635.5018656,0.1253364086151123
a,1556581635.5830953,1556581635.728938,0.1458427906036377
c,1556581636.4884667,1556581636.622825,0.13435816764831543
h,1556581636.671445,1556581636.775221,0.10377621650695801
Key.space,1556581637.2642155,1556581637.38353,0.11931443214416504
p,1556581637.8367543,1556581637.9159842,0.07922983169555664
e,1556581637.9676173,1556581638.1118972,0.14427995681762695
r,1556581638.1720266,1556581638.2838554,0.11182880401611328
i,1556581638.4397395,1556581638.536997,0.09725761413574219
o,1556581638.6137385,1556581638.710002,0.09626340866088867
d,1556581638.7832227,1556581638.8950193,0.11179661750793457
Key.space,1556581639.076052,1556581639.1963546,0.12030267715454102
h,1556581639.5001304,1556581639.598941,0.09881067276000977
a,1556581639.64204,1556581639.7748775,0.13283753395080566
s,1556581639.871129,1556581639.9864726,0.11534357070922852
Key.space,1556581640.0430858,1556581640.155421,0.112335205078125
h,1556581640.2671711,1556581640.3574588,0.09028768539428711
a,1556581640.37195,1556581640.507318,0.13536810874938965
d,1556581640.576494,1556581640.696368,0.1198740005493164
Key.space,1556581640.8201764,1556581640.9345212,0.11434483528137207
a,1556581640.965616,1556581641.0869188,0.12130284309387207
Key.space,1556581641.1395264,1556581641.2628818,0.12335538864135742
u,1556581641.7080917,1556581641.7912948,0.08320307731628418
n,1556581641.874012,1556581641.969784,0.09577202796936035
i,1556581642.1091058,1556581642.2084014,0.09929561614990234
q,1556581642.4009142,1556581642.509719,0.10880470275878906
u,1556581642.7333002,1556581642.8194962,0.0861959457397461
e,1556581642.8566365,1556581642.9839807,0.12734413146972656
Key.space,1556581643.6974163,1556581643.8252258,0.1278095245361328
f,1556581643.887412,1556581643.981638,0.09422588348388672
l,1556581644.161151,1556581644.2764618,0.1153109073638916
a,1556581644.323547,1556581644.4298747,0.10632777214050293
v,1556581644.5847769,1556581644.689522,0.10474514961242676
o,1556581644.6845446,1556581644.788786,0.10424137115478516
r,1556581644.881568,1556581644.977326,0.09575796127319336
Key.space,1556581645.1231837,1556581645.209404,0.08622026443481445
",",1556581646.2928228,1556581646.3795664,0.08674359321594238
Key.space,1556581646.4993613,1556581646.619657,0.12029576301574707
a,1556581646.6918886,1556581646.819188,0.12729954719543457
n,1556581646.8320622,1556581646.9152832,0.0832209587097168
d,1556581646.971992,1556581647.1037846,0.13179254531860352
Key.space,1556581647.1363711,1556581647.253181,0.11680984497070312
i,1556581647.3699925,1556581647.4412067,0.07121419906616211
t,1556581647.5545166,1556581647.6578023,0.1032857894897461
Key.space,1556581647.7525597,1556581647.8938859,0.1413261890411377
i,1556581647.9606013,1556581648.0393019,0.07870054244995117
s,1556581648.0984645,1556581648.2147977,0.1163332462310791
Key.space,1556581648.3135033,1556581648.416319,0.10281562805175781
s,1556581648.5210106,1556581648.60521,0.08419942855834961
o,1556581648.6694064,1556581648.7771707,0.10776424407958984
m,1556581648.891438,1556581649.0202808,0.12884283065795898
e,1556581649.0252945,1556581649.1205494,0.09525489807128906
t,1556581649.248891,1556581649.3481534,0.09926223754882812
i,1556581649.3732204,1556581649.4604533,0.08723282814025879
m,1556581649.5527005,1556581649.6600103,0.10730981826782227
e,1556581649.6755257,1556581649.7677941,0.09226846694946289
s,1556581649.9051368,1556581650.0039322,0.09879541397094727
Key.space,1556581650.1021721,1556581650.230001,0.12782883644104004
u,1556581650.640092,1556581650.7163117,0.07621979713439941
s,1556581650.7629175,1556581650.8912606,0.1283431053161621
e,1556581651.0441673,1556581651.1564665,0.11229920387268066
f,1556581651.3548183,1556581651.4380388,0.0832204818725586
u,1556581651.8005023,1556581651.8877747,0.08727240562438965
l,1556581652.0451543,1556581652.1553037,0.11014938354492188
Key.space,1556581653.2049441,1556581653.3152373,0.11029314994812012
t,1556581653.5132644,1556581653.6160378,0.10277342796325684
o,1556581653.6290805,1556581653.74087,0.11178946495056152
Key.space,1556581653.7819793,1556581653.8927746,0.11079525947570801
r,1556581653.9574466,1556581654.1013293,0.14388275146484375
e,1556581654.0562162,1556581654.1629932,0.10677695274353027
a,1556581654.1888986,1556581654.2971869,0.10828828811645508
d,1556581654.3844194,1556581654.4967182,0.11229872703552246
Key.space,1556581654.534822,1556581654.6501257,0.11530375480651855
a,1556581654.7122915,1556581654.804355,0.09206342697143555
b,1556581654.9562576,1556581655.049005,0.09274744987487793
o,1556581655.2084289,1556581655.3132088,0.10477995872497559
u,1556581655.4320252,1556581655.531289,0.09926390647888184
t,1556581655.6105042,1556581655.7137747,0.1032705307006836
Key.space,1556581656.7766116,1556581656.9044569,0.12784528732299805
a,1556581656.941998,1556581657.054195,0.1121969223022461
Key.space,1556581657.1218798,1556581657.2326837,0.11080384254455566
