ri_left,ri_right,ri_same,ri_ht,ri_cap_ht,rm_left,rm_right,rm_same,rm_ht,rm_cap_ht,rr_left,rr_right,rr_same,rr_ht,rr_cap_ht,rl_left,rl_right,rl_same,rl_ht,rl_cap_ht,li_left,li_right,li_same,li_ht,li_cap_ht,lm_left,lm_right,lm_same,lm_ht,lm_cap_ht,lr_left,lr_right,lr_same,lr_ht,lr_cap_ht,ll_left,ll_right,ll_same,ll_ht,ll_cap_ht,cpm,sb_dd,sb_ht,key_sb,accuracy,user
0.16401374340057373,0.15923738479614258,,0.16242162386576334,,,0.20815587043762207,,0.20815587043762207,,,,,,,,0.10444164276123047,,0.10444164276123047,,0.09394683837890624,0.06409406661987305,,0.09368095795313518,,0.2569056451320648,,,0.2569056451320648,,0.19095890862601145,0.07803869247436523,,0.17684388160705566,,,0.12803435325622559,,0.13585859537124634,,276.0,0.3424850304921468,0.08937308523390028,0.2213266690572103,100.0,1.0
