ri_left,ri_right,ri_same,ri_ht,rm_left,rm_right,rm_same,rm_ht,rr_left,rr_right,rr_same,rr_ht,r_cap_ht,rl_left,rl_right,rl_same,rl_ht,li_left,li_right,li_same,li_ht,l_cap_ht,lm_left,lm_right,lm_same,lm_ht,lr_left,lr_right,lr_same,lr_ht,ll_left,ll_right,ll_same,ll_ht,cpm,sb_dd,sb_ht,key_sb,accuracy,user
0.12176387650626046,0.18990075588226318,0.1943950653076172,0.11744536293877496,0.12793269157409667,0.1596254507700602,0.19971687528822155,0.1318176587422689,0.13317900896072388,0.20482122898101807,0.16705107688903809,0.13735231757164001,0.16025614738464355,0.18300277186978248,0.260822057723999,0.1871047019958496,0.11139655113220215,0.22775733470916748,0.0931553840637207,0.252568998063604,0.1458218949181693,0.19758403301239014,0.10004725456237792,0.09110827879472212,0.3386614918708801,0.0945923924446106,0.1438831329345703,0.3125731945037842,0.2051378177559894,0.1600588389805385,0.1408536434173584,0.10047933033534459,0.0,0.10775670138272372,378.0,0.09735608100891113,0.07601402022621849,0.1798922764627557,99.2063492063492,0.0
0.20512911677360535,0.17670679092407227,0.24226631250646377,0.1918653647104899,0.11640942096710205,0.1336679458618164,0.19971687528822155,0.101961354414622,0.11508364147610134,0.20627053578694662,0.1757708191871643,0.11671815199010513,0.22436667760213214,0.1479201316833496,0.2559528350830078,0.24409894454173553,0.10426759719848633,0.15629446506500244,0.10325345993041993,0.08437490463256836,0.11697841882705688,0.1838228702545166,0.13294563293457032,0.10396339495976765,0.2001047134399414,0.11139352698075144,0.22777771949768066,0.10656940937042236,0.2051378177559894,0.1142425537109375,0.13993501663208008,0.07075905799865723,0.0,0.08968329429626465,382.5,0.1566527926403543,0.07929075282552968,0.19853141091086648,99.6078431372549,0.0
0.10446782112121582,0.1957297921180725,0.24226631250646377,0.1450286971198188,0.164164400100708,0.31807875633239746,0.17256999015808105,0.19352402687072753,0.11800522804260254,0.19162237644195557,0.17789435386657715,0.12745699882507325,0.3096925417582194,0.2117445468902588,0.2559528350830078,0.24409894454173553,0.2117445468902588,0.24878662824630737,0.2066206932067871,0.13034498691558838,0.17092035497937882,0.17149953842163085,0.17374626795450845,0.10824470520019532,0.0799715518951416,0.12132410569624467,0.06004691123962402,0.15119552612304688,0.2051378177559894,0.11355286836624146,0.18448185920715332,0.2933773994445801,0.0,0.20236849784851074,366.0,0.10597876941456515,0.08687799117144417,0.2381923794746399,99.18032786885246,0.0
0.09878938538687569,0.1886154810587565,0.17362022399902344,0.10465490116792567,0.11891889572143555,0.22256183624267578,0.19971687528822155,0.17074036598205566,0.10385298728942871,0.21052818298339843,0.18425130418368751,0.14554309844970703,0.22436667760213214,0.4281132221221924,0.2559528350830078,0.24409894454173553,0.4281132221221924,0.19926770528157553,0.15778204372950963,0.19395697116851807,0.14040518999099733,0.22409534454345703,0.08933544158935547,0.10246920585632324,0.21736493110656738,0.09527098048817027,0.15377092361450195,0.09102451801300049,0.1643221378326416,0.12413910031318665,0.08216381072998047,0.10123229026794434,0.0,0.09333006540934245,363.75,0.1114315456814236,0.07547345426347521,0.19429885639863856,100.0,0.0
0.13136710060967338,0.2046350638071696,0.17443203926086426,0.1488619551939123,0.11291328072547913,0.263595978418986,0.19971687528822155,0.15400856191461737,0.1179466724395752,0.16237187385559082,0.18425130418368751,0.12812879350450304,0.19725608825683594,0.18300277186978248,0.1900348663330078,0.24409894454173553,0.1900348663330078,0.17036978403727213,0.11409098761422294,0.18112587928771973,0.12433398397345292,0.3322203755378723,0.20788311958312988,0.12164864173302284,0.20059307416280112,0.12971105073627673,0.1601595802200275,0.11421775817871094,0.1842508316040039,0.0957258939743042,0.10210621356964111,0.10401010513305664,0.0,0.106363126209804,367.8,0.11633164352840847,0.07330542140536839,0.20741361379623413,100.0,0.0
0.13124130169550577,0.18299357096354166,0.24226631250646377,0.14849205811818442,0.1282531420389811,0.13412714004516602,0.2568958600362142,0.11020420278821673,0.14588189125061035,0.20641533533732095,0.18425130418368751,0.1368682725088937,0.3453830083211263,0.18300277186978248,0.2559528350830078,0.24409894454173553,0.15548205375671387,0.2063297430674235,0.12472361988491482,0.252568998063604,0.12102158173270848,0.23340512147316567,0.13479375839233398,0.10251887639363606,0.22898292541503906,0.11785738284771259,0.0974283218383789,0.12485051155090332,0.2051378177559894,0.10775882857186454,0.2964324951171875,0.2383098602294922,0.0,0.20009937286376953,368.0,0.12256866693496704,0.08190188805262248,0.2055566083817255,99.86413043478261,0.0
0.16791965744712137,0.1877370834350586,0.24226631250646377,0.16789398473851821,0.24672130743662515,0.34351110458374023,0.19971687528822155,0.21870899200439453,0.3031241099039714,0.27407991886138916,0.18425130418368751,0.25497400760650635,0.22436667760213214,0.18300277186978248,0.1940290927886963,0.24409894454173553,0.1940290927886963,0.297795159476144,0.1847108006477356,0.22652387619018555,0.19186309973398843,0.23340512147316567,0.12277026971181233,0.18523440758387247,0.21949986049107142,0.13680625783986058,0.14749892552693686,0.13642786692266595,0.18782877922058105,0.11859118938446045,0.12822742415953048,0.1257554292678833,0.0,0.1306448777516683,360.85714285714283,0.11151672812069163,0.08165599318111644,0.20013493299484253,100.0,0.0
0.12778682708740235,0.21966449419657388,0.1632307767868042,0.14012845357259116,0.34937090873718263,0.20687997341156006,0.19971687528822155,0.30865921292986187,0.38579924901326496,0.2741999626159668,0.18425130418368751,0.26551638330732075,0.20488262176513672,0.18300277186978248,0.2559528350830078,0.24409894454173553,0.08744001388549805,0.21976906757676193,0.1890871524810791,0.1656588315963745,0.1362090269724528,0.26580419540405276,0.22832942008972168,0.11858801047007243,0.1422431468963623,0.13063090497797186,0.18499934673309326,0.13642786692266595,0.2051378177559894,0.14756810665130615,0.12822742415953048,0.13171784083048502,0.0,0.13171784083048502,354.0,0.09730775216046501,0.09596743303186753,0.22912266037680887,99.89406779661017,0.0
0.13125935196876526,0.23921076456705728,0.17738831043243408,0.16270790380590103,0.1285266876220703,0.1822361946105957,0.19971687528822155,0.13351106643676758,0.1286854346593221,0.20708167552947998,0.18425130418368751,0.12684453617442737,0.21303296089172366,0.18300277186978248,0.22694778442382812,0.24409894454173553,0.22694778442382812,0.270353889465332,0.129081130027771,0.2283193270365397,0.14596358935038248,0.23340512147316567,0.13398373126983643,0.14018102486928305,0.13801264762878418,0.12657912572224936,0.10802292823791504,0.13411498069763184,0.2051378177559894,0.10771429538726807,0.1428051471710205,0.1161489486694336,0.0,0.13120051792689733,352.0,0.13380139752438194,0.09284983183208265,0.22280000237857595,99.81060606060606,0.0
0.13593794749333307,0.1679676373799642,0.24226631250646377,0.13878377746133244,0.09109910329182942,0.137076735496521,0.19971687528822155,0.10527634620666504,0.15424823760986328,0.347314993540446,0.18425130418368751,0.2507816155751546,0.22436667760213214,0.18300277186978248,0.2559528350830078,0.24409894454173553,0.1663516159000851,0.16916545232137045,0.11520452499389648,0.252568998063604,0.1193399578332901,0.23340512147316567,0.1370685577392578,0.33600177083696636,0.060042381286621094,0.2185033639272054,0.1492452621459961,0.10058188438415527,0.2051378177559894,0.13287842273712158,0.127297043800354,0.1450683275858561,0.0,0.12842949231465658,347.4,0.14374985192951403,0.09859467807569001,0.2992003599802653,99.48186528497409,0.0
