key,press_time,release_time,hold_time
p,1556576649.168208,1556576649.29234,0.12413215637207031
e,1556576649.3177001,1556576649.446502,0.12880182266235352
r,1556576649.5689678,1556576649.656876,0.08790826797485352
i,1556576649.6943822,1556576649.807232,0.11284971237182617
o,1556576649.912124,1556576650.028547,0.11642313003540039
d,1556576650.111116,1556576650.263488,0.15237212181091309
Key.space,1556576650.471583,1556576650.611982,0.14039921760559082
h,1556576650.9771771,1556576651.093078,0.11590075492858887
a,1556576651.1698298,1556576651.294415,0.12458515167236328
s,1556576651.412925,1556576651.556276,0.14335107803344727
Key.space,1556576651.552991,1556576651.689295,0.13630414009094238
h,1556576652.1727319,1556576652.288706,0.11597418785095215
a,1556576652.297089,1556576652.4409752,0.14388608932495117
d,1556576652.585115,1556576652.737375,0.15226006507873535
Key.space,1556576653.052939,1556576653.245267,0.19232797622680664
a,1556576653.51392,1556576653.650032,0.13611197471618652
Key.space,1556576653.703628,1556576653.831957,0.12832903861999512
u,1556576654.551719,1556576654.623984,0.0722651481628418
n,1556576654.763732,1556576654.867072,0.10334014892578125
i,1556576655.00219,1556576655.1180742,0.11588406562805176
q,1556576655.3545961,1556576655.511263,0.15666675567626953
u,1556576655.6795049,1556576655.785001,0.10549616813659668
e,1556576655.899015,1556576656.027334,0.12831902503967285
Key.space,1556576656.592882,1556576656.736825,0.14394307136535645
f,1556576657.358489,1556576657.506974,0.1484849452972412
l,1556576657.6834738,1556576657.8149152,0.13144135475158691
a,1556576657.865313,1556576658.013577,0.14826393127441406
v,1556576658.12287,1556576658.1947389,0.071868896484375
o,1556576658.486264,1556576658.618756,0.1324920654296875
r,1556576658.759288,1556576658.855284,0.09599590301513672
",",1556576659.849333,1556576660.001812,0.15247893333435059
Key.space,1556576660.0273979,1556576660.1756978,0.1482999324798584
a,1556576660.253528,1556576660.42466,0.17113184928894043
n,1556576660.421647,1556576660.549442,0.12779498100280762
d,1556576660.609131,1556576660.7497,0.14056897163391113
Key.space,1556576660.890363,1556576661.042379,0.15201592445373535
i,1556576661.685296,1556576661.793241,0.10794496536254883
t,1556576661.9965901,1556576662.0813289,0.08473873138427734
Key.space,1556576662.254972,1556576662.43967,0.18469810485839844
i,1556576662.507821,1556576662.672717,0.16489601135253906
s,1556576662.779077,1556576662.97169,0.192612886428833
Key.space,1556576663.157875,1556576663.306166,0.14829087257385254
s,1556576663.4936728,1556576663.638318,0.14464521408081055
o,1556576663.735405,1556576663.848469,0.11306405067443848
m,1556576664.026891,1556576664.151216,0.12432503700256348
e,1556576664.4278321,1556576664.604667,0.1768348217010498
t,1556576664.75658,1556576664.853257,0.09667682647705078
i,1556576664.924748,1556576665.009053,0.0843050479888916
m,1556576665.1421728,1556576665.25828,0.11610722541809082
e,1556576665.2857332,1556576665.4302678,0.14453458786010742
s,1556576666.029724,1556576666.146293,0.11656904220581055
Key.space,1556576666.253983,1556576666.381984,0.12800097465515137
u,1556576666.706181,1556576666.794297,0.08811593055725098
s,1556576666.833355,1556576666.974517,0.14116215705871582
e,1556576667.112149,1556576667.212095,0.0999460220336914
f,1556576667.398813,1556576667.519199,0.12038588523864746
u,1556576667.806664,1556576667.907022,0.1003580093383789
l,1556576668.284526,1556576668.422663,0.1381368637084961
l,1556576668.499841,1556576668.648001,0.14815998077392578
Key.backspace,1556576669.817237,1556576669.897711,0.0804741382598877
Key.space,1556576670.1429482,1556576670.2628438,0.11989569664001465
t,1556576670.848636,1556576670.973002,0.12436604499816895
o,1556576671.3066869,1556576671.438935,0.1322481632232666
Key.space,1556576671.502487,1556576671.642964,0.14047694206237793
r,1556576671.664491,1556576671.777112,0.11262106895446777
e,1556576671.9198341,1556576671.999916,0.08008193969726562
a,1556576672.189769,1556576672.345867,0.1560978889465332
d,1556576672.512204,1556576672.6607602,0.14855623245239258
Key.space,1556576673.090925,1556576673.207724,0.11679911613464355
a,1556576673.29985,1556576673.4935622,0.1937122344970703
b,1556576673.554562,1556576673.642711,0.08814883232116699
o,1556576673.821495,1556576674.001921,0.18042588233947754
u,1556576674.1531782,1556576674.249737,0.09655880928039551
t,1556576674.3334432,1556576674.4339,0.10045695304870605
Key.space,1556576674.469884,1556576674.5980449,0.12816095352172852
a,1556576674.7968,1556576674.973164,0.17636418342590332
Key.space,1556576675.453171,1556576675.5859041,0.13273310661315918
p,1556576675.9023511,1556576676.0226932,0.12034201622009277
e,1556576676.051636,1556576676.183939,0.13230299949645996
r,1556576676.304287,1556576676.3968372,0.09255027770996094
i,1556576676.4662988,1556576676.554541,0.0882422924041748
o,1556576676.671382,1556576676.767642,0.09626007080078125
d,1556576676.919543,1556576677.064078,0.14453506469726562
Key.space,1556576677.421512,1556576677.573931,0.1524190902709961
f,1556576677.887122,1556576677.9834392,0.09631729125976562
r,1556576678.125215,1556576678.225503,0.10028791427612305
o,1556576678.304296,1556576678.40868,0.10438394546508789
m,1556576678.530108,1556576678.689955,0.15984702110290527
Key.space,1556576678.646303,1556576678.806648,0.16034507751464844
t,1556576679.0434282,1556576679.135333,0.09190487861633301
h,1556576679.2795799,1556576679.391357,0.11177706718444824
e,1556576679.441211,1556576679.5897841,0.1485731601715088
Key.space,1556576679.855437,1556576679.975991,0.12055397033691406
p,1556576680.2616,1556576680.370184,0.10858392715454102
e,1556576680.44726,1556576680.563196,0.1159360408782959
r,1556576680.674935,1556576680.750585,0.07564997673034668
s,1556576680.942065,1556576681.09011,0.14804506301879883
p,1556576681.1627321,1556576681.278762,0.11602997779846191
e,1556576681.286827,1556576681.3911529,0.10432577133178711
c,1556576681.530772,1556576681.674839,0.14406704902648926
t,1556576681.854223,1556576681.9715252,0.11730217933654785
i,1556576682.026803,1556576682.150984,0.12418103218078613
v,1556576682.329077,1556576682.4409668,0.11188983917236328
e,1556576682.463684,1556576682.6284711,0.16478705406188965
Key.space,1556576682.789115,1556576682.913862,0.12474703788757324
o,1556576683.249249,1556576683.377383,0.12813401222229004
f,1556576683.421908,1556576683.5696828,0.14777493476867676
Key.space,1556576683.5418298,1556576683.669984,0.12815427780151367
t,1556576683.852216,1556576683.960984,0.10876798629760742
h,1556576684.0886688,1556576684.204576,0.11590719223022461
e,1556576684.1684968,1556576684.344002,0.1755051612854004
Key.space,1556576684.340797,1556576684.468758,0.1279611587524414
t,1556576685.3597262,1556576685.439693,0.07996678352355957
i,1556576685.703402,1556576685.81601,0.11260795593261719
m,1556576685.989332,1556576686.137378,0.14804601669311523
e,1556576686.1833842,1556576686.3522189,0.16883468627929688
Key.space,1556576687.1533,1556576687.285743,0.13244295120239258
i,1556576687.418336,1556576687.5226822,0.10434627532958984
n,1556576687.641703,1556576687.7581382,0.11643528938293457
Key.space,1556576687.729262,1556576687.89754,0.16827797889709473
w,1556576688.181204,1556576688.325778,0.14457392692565918
h,1556576688.3926451,1556576688.505088,0.1124429702758789
i,1556576688.534326,1556576688.667073,0.13274693489074707
c,1556576688.690061,1556576688.851058,0.1609969139099121
h,1556576688.878742,1556576689.0062468,0.12750482559204102
Key.space,1556576689.5562901,1556576689.7002182,0.14392805099487305
i,1556576689.993881,1556576690.0985138,0.10463285446166992
t,1556576690.3037388,1556576690.379533,0.07579421997070312
Key.space,1556576690.505512,1556576690.629884,0.12437200546264648
t,1556576690.720265,1556576690.8365812,0.11631631851196289
o,1556576690.8926048,1556576691.0204842,0.12787938117980957
o,1556576691.317256,1556576691.4255931,0.1083371639251709
k,1556576691.555367,1556576691.6839051,0.1285381317138672
Key.space,1556576691.823162,1556576691.971585,0.1484229564666748
p,1556576692.4471638,1556576692.543422,0.09625816345214844
l,1556576692.681354,1556576692.7812018,0.09984779357910156
a,1556576692.749185,1556576692.9020941,0.1529090404510498
c,1556576693.048522,1556576693.1565802,0.10805821418762207
e,1556576693.298551,1556576693.410732,0.11218094825744629
.,1556576693.570692,1556576693.69052,0.1198279857635498
Key.space,1556576695.0944982,1556576695.217828,0.12332987785339355
Key.shift,1556576695.312166,1556576695.648105,0.3359389305114746
T,1556576695.5881312,1556576695.6643531,0.07622194290161133
h,1556576695.780224,1556576695.892205,0.11198091506958008
e,1556576695.900158,1556576696.031602,0.13144397735595703
Key.space,1556576696.016076,1556576696.128356,0.11227989196777344
f,1556576696.281528,1556576696.36545,0.08392190933227539
o,1556576696.451156,1556576696.547501,0.09634518623352051
l,1556576696.675064,1556576696.763411,0.08834695816040039
l,1556576696.8463502,1556576696.939091,0.09274077415466309
o,1556576697.059065,1556576697.175272,0.11620688438415527
w,1556576697.260919,1556576697.408454,0.14753484725952148
i,1556576697.521953,1556576697.6346781,0.11272501945495605
n,1556576697.765534,1556576697.877502,0.1119680404663086
g,1556576698.674401,1556576698.826529,0.15212798118591309
Key.space,1556576698.9877,1556576699.1245382,0.13683819770812988
c,1556576699.260282,1556576699.404279,0.1439969539642334
o,1556576699.4415581,1556576699.570732,0.12917399406433105
m,1556576699.6894221,1556576699.821137,0.1317148208618164
e,1556576699.8094022,1556576699.929064,0.11966180801391602
s,1556576700.1198301,1556576700.2595599,0.13972973823547363
Key.space,1556576700.585301,1556576700.709673,0.12437200546264648
f,1556576700.944649,1556576701.04086,0.09621095657348633
r,1556576701.171087,1556576701.2751832,0.1040961742401123
o,1556576701.3098722,1556576701.442162,0.13228988647460938
m,1556576701.611341,1556576701.815487,0.2041459083557129
Key.space,1556576701.903766,1556576702.080045,0.17627906799316406
Key.shift_r,1556576703.104668,1556576703.6653461,0.560678243637085
',1556576703.5247319,1556576703.645123,0.1203911304473877
Key.shift,1556576704.2035992,1556576704.8478239,0.6442246437072754
S,1556576704.7600589,1556576704.903904,0.1438450813293457
p,1556576705.326565,1556576705.451166,0.12460088729858398
l,1556576705.63671,1556576705.776879,0.1401691436767578
a,1556576705.859676,1556576706.007911,0.14823508262634277
l,1556576708.379491,1556576708.471894,0.09240293502807617
Key.backspace,1556576709.93082,1556576710.0106702,0.0798501968383789
Key.backspace,1556576710.098358,1556576710.218139,0.1197810173034668
a,1556576710.7705321,1556576710.9350872,0.16455507278442383
l,1556576711.7414699,1556576711.854073,0.11260318756103516
d,1556576712.363403,1556576712.508405,0.14500188827514648
i,1556576712.599745,1556576712.69574,0.09599494934082031
n,1556576712.850868,1556576712.950489,0.09962105751037598
g,1556576713.4328582,1556576713.561857,0.1289987564086914
',1556576714.669207,1556576714.837802,0.1685948371887207
s,1556576715.302558,1556576715.4548779,0.15231990814208984
Key.space,1556576715.6053162,1556576715.7374332,0.13211703300476074
Key.shift,1556576716.0242581,1556576716.2603142,0.23605608940124512
B,1556576716.2241971,1556576716.2924979,0.06830072402954102
a,1556576716.430227,1556576716.546528,0.11630105972290039
s,1556576716.644743,1556576716.728488,0.08374500274658203
e,1556576716.848531,1556576716.940286,0.09175491333007812
b,1556576717.0755908,1556576717.183862,0.10827112197875977
a,1556576717.252335,1556576717.3969028,0.14456772804260254
l,1556576717.4715588,1556576717.599596,0.1280372142791748
l,1556576717.669492,1556576717.801697,0.13220500946044922
Key.space,1556576718.14714,1556576718.279575,0.13243508338928223
Key.shift,1556576718.317976,1556576719.2024891,0.8845131397247314
G,1556576719.11051,1556576719.1863732,0.07586312294006348
u,1556576719.323276,1556576719.411493,0.08821702003479004
i,1556576719.5245461,1556576719.624171,0.0996248722076416
d,1556576719.6445901,1556576719.76069,0.11609983444213867
e,1556576719.8805308,1556576719.992578,0.11204719543457031
Key.space,1556576720.3904471,1556576720.526439,0.13599181175231934
a,1556576720.547252,1556576720.7156868,0.16843485832214355
n,1556576720.786557,1556576720.9190028,0.1324458122253418
d,1556576721.0325649,1556576721.172385,0.13982009887695312
Key.space,1556576721.207011,1556576721.323471,0.11646008491516113
o,1556576722.181631,1556576722.3379111,0.1562800407409668
f,1556576723.799865,1556576723.9163342,0.11646914482116699
f,1556576724.020169,1556576724.1322858,0.11211681365966797
i,1556576724.2469661,1556576724.3594291,0.11246299743652344
c,1556576724.594837,1556576724.719767,0.12493014335632324
i,1556576724.794414,1556576724.898179,0.10376501083374023
a,1556576724.959397,1556576725.127365,0.1679680347442627
l,1556576725.6801438,1556576725.8122802,0.13213634490966797
Key.space,1556576725.962189,1556576726.098358,0.1361689567565918
Key.shift,1556576726.6318579,1556576727.5439548,0.9120969772338867
L,1556576727.452093,1556576727.5477812,0.0956883430480957
e,1556576727.8230379,1556576727.914998,0.09196019172668457
a,1556576728.087411,1556576728.255713,0.16830205917358398
g,1556576729.476067,1556576729.57235,0.096282958984375
u,1556576730.19568,1556576730.328346,0.13266611099243164
e,1556576730.4070022,1556576730.551166,0.1441638469696045
Key.space,1556576731.157908,1556576731.2981381,0.1402301788330078
Key.shift,1556576731.407018,1556576731.679084,0.2720661163330078
B,1556576731.5827892,1556576731.674625,0.09183573722839355
o,1556576731.941613,1556576732.0691211,0.12750816345214844
o,1556576732.145607,1556576732.2541099,0.10850286483764648
k,1556576732.404159,1556576732.5524979,0.14833879470825195
Key.space,1556576733.035622,1556576733.176106,0.14048409461975098
f,1556576733.651658,1556576733.764239,0.11258101463317871
o,1556576733.885783,1556576734.009871,0.12408804893493652
r,1556576734.238715,1556576734.342846,0.10413098335266113
Key.space,1556576734.593475,1556576734.761915,0.1684398651123047
1,1556576734.896103,1556576735.0239801,0.12787723541259766
8,1556576735.502553,1556576735.6390002,0.13644719123840332
8,1556576736.320826,1556576736.457323,0.13649702072143555
9,1556576736.654063,1556576736.809267,0.15520405769348145
",",1556576738.149441,1556576738.269551,0.12011003494262695
Key.shift_r,1556576738.618411,1556576738.6824489,0.06403779983520508
Key.shift_r,1556576738.760054,1556576739.680473,0.9204189777374268
',1556576739.476205,1556576739.6482508,0.17204570770263672
Key.space,1556576739.947005,1556576740.083454,0.13644886016845703
Key.space,1556576741.8019352,1556576741.93407,0.13213491439819336
w,1556576741.996655,1556576742.157305,0.16065001487731934
r,1556576742.528631,1556576742.62076,0.09212899208068848
i,1556576742.8200629,1556576742.920182,0.10011911392211914
t,1556576743.195492,1556576743.28777,0.09227800369262695
t,1556576743.379955,1556576743.46392,0.08396506309509277
e,1556576743.564398,1556576743.6974258,0.1330277919769287
n,1556576744.7847118,1556576744.921189,0.13647723197937012
Key.space,1556576744.99682,1556576745.153148,0.1563279628753662
i,1556576745.82269,1556576745.9598231,0.13713312149047852
n,1556576746.182561,1556576746.342447,0.15988612174987793
Key.space,1556576746.5664608,1556576746.710779,0.1443181037902832
t,1556576746.991609,1556576747.079852,0.08824300765991211
h,1556576747.187829,1556576747.291481,0.1036520004272461
a,1556576747.299598,1556576747.439074,0.13947606086730957
t,1556576747.435871,1556576747.5315,0.09562921524047852
Key.space,1556576748.2936661,1556576748.4221509,0.12848472595214844
s,1556576748.52455,1556576748.640806,0.1162559986114502
a,1556576748.763741,1556576748.928171,0.1644299030303955
m,1556576748.943798,1556576749.078752,0.13495397567749023
e,1556576749.125689,1556576749.258036,0.13234686851501465
Key.space,1556576750.178897,1556576750.3078551,0.12895822525024414
y,1556576750.654589,1556576750.778684,0.12409496307373047
e,1556576751.001361,1556576751.089509,0.08814811706542969
a,1556576751.136281,1556576751.307842,0.17156100273132324
r,1556576751.268662,1556576751.421058,0.15239596366882324
;,1556576752.4164648,1556576752.52964,0.1131751537322998
Key.space,1556576753.489033,1556576753.637789,0.1487560272216797
t,1556576753.844575,1556576753.944405,0.09983015060424805
h,1556576754.059222,1556576754.183542,0.12432003021240234
e,1556576754.18752,1556576754.319207,0.13168692588806152
Key.space,1556576754.279145,1556576754.3873138,0.1081688404083252
l,1556576754.561534,1556576754.6818419,0.12030792236328125
a,1556576754.720865,1556576754.8619368,0.14107179641723633
n,1556576754.896519,1556576754.980455,0.08393597602844238
g,1556576755.179255,1556576755.2515268,0.07227182388305664
u,1556576755.352493,1556576755.472363,0.11986994743347168
a,1556576755.476128,1556576755.636545,0.160416841506958
g,1556576755.6443021,1556576755.752529,0.10822677612304688
e,1556576755.847595,1556576755.987535,0.1399400234222412
Key.space,1556576757.0249689,1556576757.1374002,0.11243128776550293
h,1556576757.4385002,1556576757.5542731,0.11577296257019043
a,1556576757.5422049,1556576757.69892,0.15671515464782715
s,1556576757.795449,1556576757.9264698,0.13102078437805176
Key.space,1556576757.911208,1556576758.027178,0.11597013473510742
n,1556576758.141502,1556576758.3413062,0.19980430603027344
o,1556576758.458587,1556576758.615534,0.15694713592529297
t,1556576758.76355,1556576758.859166,0.09561586380004883
Key.space,1556576759.266082,1556576759.414624,0.14854192733764648
b,1556576759.6885388,1556576759.784343,0.09580421447753906
e,1556576759.878252,1556576759.9946392,0.11638712882995605
e,1556576760.096085,1556576760.208987,0.11290192604064941
n,1556576760.2408278,1556576760.353544,0.1127161979675293
Key.space,1556576760.468141,1556576760.6043231,0.13618206977844238
e,1556576760.948651,1556576761.064418,0.11576700210571289
d,1556576761.1735759,1556576761.305424,0.13184809684753418
i,1556576761.371365,1556576761.50788,0.13651490211486816
t,1556576761.735553,1556576761.8365362,0.1009831428527832
e,1556576761.85702,1556576761.973863,0.11684298515319824
d,1556576762.072405,1556576762.216757,0.14435195922851562
Key.space,1556576762.490039,1556576762.626549,0.13650989532470703
t,1556576762.986315,1556576763.0942552,0.1079401969909668
o,1556576763.160289,1556576763.2926562,0.13236713409423828
Key.space,1556576763.353663,1556576763.48246,0.12879705429077148
r,1556576763.5473511,1556576763.6392288,0.09187769889831543
e,1556576763.7368,1556576763.857343,0.12054300308227539
l,1556576765.286197,1556576765.403328,0.11713099479675293
Key.backspace,1556576766.244493,1556576766.357169,0.11267590522766113
f,1556576766.5637188,1556576766.6638699,0.10015106201171875
l,1556576766.751934,1556576766.888052,0.13611793518066406
e,1556576766.87576,1556576767.016282,0.14052200317382812
c,1556576767.139852,1556576767.264199,0.12434697151184082
t,1556576767.47615,1556576767.573036,0.09688591957092285
e,1556576767.7792451,1556576767.887126,0.10788083076477051
d,1556576768.044107,1556576768.196457,0.15234994888305664
Key.backspace,1556576768.909857,1556576769.042152,0.1322948932647705
=,1556576770.101673,1556576770.18995,0.08827710151672363
Key.backspace,1556576770.9770932,1556576771.089097,0.11200380325317383
Key.backspace,1556576771.234876,1556576771.3510761,0.11620020866394043
Key.space,1556576772.228498,1556576772.35284,0.12434196472167969
m,1556576773.53862,1556576773.6504781,0.11185812950134277
o,1556576773.7899158,1556576773.869819,0.07990312576293945
d,1556576773.930532,1556576774.034004,0.10347199440002441
e,1556576774.157891,1556576774.229759,0.0718679428100586
r,1556576774.3348632,1556576774.422823,0.08795976638793945
n,1556576774.5125089,1556576774.6169999,0.10449099540710449
Key.space,1556576775.2727091,1556576775.421042,0.14833283424377441
e,1556576775.581664,1556576775.701817,0.12015295028686523
x,1556576775.8627279,1556576776.0350451,0.1723172664642334
p,1556576776.106755,1556576776.255025,0.1482698917388916
e,1556576776.4682949,1556576776.596672,0.12837719917297363
r,1556576776.692801,1556576776.776593,0.08379197120666504
s,1556576777.001853,1556576777.129971,0.12811803817749023
s,1556576777.216722,1556576777.357179,0.1404569149017334
i,1556576778.0213828,1556576778.153549,0.13216614723205566
o,1556576778.161424,1556576778.3181372,0.15671324729919434
n,1556576778.4503229,1556576778.5748742,0.12455129623413086
s,1556576778.5886989,1556576778.7366452,0.14794635772705078
Key.space,1556576778.801553,1556576778.921563,0.1200098991394043
o,1556576779.6227589,1556576779.7670982,0.14433932304382324
r,1556576779.8675368,1556576779.978704,0.11116719245910645
Key.space,1556576779.9592488,1556576780.0749528,0.11570405960083008
w,1556576780.983839,1556576781.135941,0.15210199356079102
o,1556576781.2066681,1556576781.322613,0.11594486236572266
r,1556576781.562389,1556576781.618597,0.056208133697509766
d,1556576781.828562,1556576781.940616,0.11205387115478516
Key.space,1556576782.553445,1556576782.673463,0.12001800537109375
u,1556576782.9765701,1556576783.072574,0.09600377082824707
s,1556576783.185534,1556576783.2852108,0.09967684745788574
a,1556576783.416254,1556576783.568884,0.15262985229492188
g,1556576783.6336498,1556576783.709763,0.07611322402954102
e,1556576783.7970822,1556576783.909665,0.11258292198181152
.,1556576784.808235,1556576784.948719,0.14048409461975098
Key.enter,1556576786.007772,1556576786.1123142,0.10454225540161133
Key.enter,1556576787.1031199,1556576787.235759,0.13263916969299316
Key.shift,1556576787.380969,1556576787.733045,0.35207605361938477
T,1556576787.644876,1556576787.7332082,0.0883321762084961
h,1556576787.868635,1556576787.9838011,0.11516618728637695
e,1556576787.972255,1556576788.1249971,0.1527421474456787
Key.space,1556576788.190275,1556576788.303406,0.11313104629516602
j,1556576788.692255,1556576788.795607,0.10335206985473633
o,1556576788.79208,1556576788.9888499,0.19676995277404785
i,1556576789.01527,1556576789.1235788,0.10830879211425781
n,1556576789.265533,1556576789.39401,0.1284770965576172
t,1556576789.479184,1556576789.5917308,0.11254692077636719
Key.space,1556576790.135511,1556576790.274986,0.13947510719299316
Key.shift,1556576790.47043,1556576790.8301141,0.3596842288970947
R,1556576790.7340312,1556576790.850838,0.1168067455291748
u,1556576790.9931278,1556576791.117923,0.12479519844055176
l,1556576791.2872,1556576791.4552588,0.1680588722229004
e,1556576791.506098,1556576791.642911,0.13681292533874512
s,1556576791.8332648,1556576791.973386,0.1401212215423584
Key.space,1556576792.379107,1556576792.511303,0.13219594955444336
Key.shift,1556576792.686364,1556576793.206868,0.5205039978027344
C,1556576793.062033,1556576793.2070642,0.14503121376037598
o,1556576793.220326,1556576793.336339,0.1160130500793457
m,1556576793.458378,1556576793.5719428,0.11356472969055176
m,1556576793.641304,1556576793.757323,0.11601901054382324
i,1556576794.8558872,1556576794.956233,0.10034584999084473
t,1556576795.238961,1556576795.3234031,0.084442138671875
t,1556576795.421966,1556576795.534315,0.11234903335571289
e,1556576795.6379578,1556576795.8025331,0.16457533836364746
e,1556576796.589823,1556576796.7338529,0.14402985572814941
Key.space,1556576797.2335622,1556576797.358211,0.1246488094329834
a,1556576797.378817,1556576797.5514529,0.17263579368591309
n,1556576797.586886,1556576797.723572,0.13668608665466309
d,1556576797.740194,1556576797.896411,0.15621685981750488
Key.space,1556576797.868068,1556576797.9802,0.11213207244873047
t,1556576798.136161,1556576798.208043,0.07188200950622559
h,1556576798.3410401,1556576798.444947,0.10390686988830566
